OBJECTID,COUNTYFP,GEOID,CZ,POPe,HHe,CHILDe,CHILDi,CHILDz,CHILDp,CHILDq,SPHWCe,SPHWCi,SPHWCz,SPHWCp,SPHWCq,ELDERHHe,ELDERHHi,ELDERHHz,ELDERHHp,ELDERHHq,ELDERHHPVe,ELDERHHPVi,ELDERHHPVz,ELDERHHPVp,ELDERHHPVq,PTDe,PTDi,PTDz,PTDp,PTDq,HUNOVELe,HUNOVELi,HUNOVELz,HUNOVELp,HUNOVELq,VACHUe,VACHUi,VACHUz,VACHUp,VACHUq,RENTERe,RENTERi,RENTERz,RENTERp,RENTERq,NONWHITEe,NONWHITEi,NONWHITEz,NONWHITEp,NONWHITEq,GQe,GQi,GQz,GQp,GQq,YEAR20e,YEAR20i,YEAR20z,YEAR20p,YEAR20q,MOBILEe,MOBILEi,MOBILEz,MOBILEp,MOBILEq,POPVe,POPVi,POPVz,POPVp,POPVq,NOHSe,NOHSi,NOHSz,NOHSp,NOHSq,UNEMPe,UNEMPi,UNEMPz,UNEMPp,UNEMPq,SPENWe,SPENWi,SPENWz,SPENWp,SPENWq,RENTBURDN30e,RENTBURDN30i,RENTBURDN30z,RENTBURDN30p,RENTBURDN30q,NOINTNETe,NOINTNETi,NOINTNETz,NOINTNETp,NOINTNETq,MEDHVALe,MEDHVALz,MEDHVALp,MEDHVALq,CHILDCAREr,ELDERCAREr,TRANSNEEDr,SHELTNEEDr,CIVICCAPr,SVIr,CHILDCAREp,ELDERCAREp,TRANSNEEDp,SHELTNEEDp,CIVICCAPp,SVIp,CHILDCAREq,ELDERCAREq,TRANSNEEDq,SHELTNEEDq,CIVICCAPq,SVIq,CHILDCAREc,ELDERCAREc,TRANSNEEDc,SHELTNEEDc,CIVICCAPc,SVIc,Shape__Area,Shape__Length
30,48201,48201554201,9,6244,2648,484,7.751,0.296,0.659,3,156,5.891,-0.761,0.245,2,368,13.897,-0.68,0.263,2,0,0,-0.782,0,1,0,0,-0.456,0,1,27,1.02,-0.703,0.247,2,185,6.53,-0.475,0.364,2,3288,52.659,0.78,0.671,4,3183,50.977,-0.218,0.443,2,0,0,-0.226,0,1,826,29.156,-1.552,0.107,1,87,3.071,-0.347,0.623,5,298,4.786,-0.831,0.208,2,289,6.806,-0.689,0.303,2,43,1.157,-0.962,0.113,1,297,5.156,-0.214,0.598,3,973,58.685,0.883,0.829,4,42,1.586,-1.016,0.133,1,189600,-0.032,0.62,4,0.452,0.132,0.124,0.345,0.287,0.266,0.423,0.136,0.155,0.421,0.197,0.119,2,1,1,2,1,1,3,1,1,3,1,1,3811376.40625,9345.1776377764
31,48029,48029181718,69,4968,1788,369,7.428,0.202,0.625,4,166,9.284,-0.345,0.424,2,338,18.904,-0.258,0.422,2,34,1.902,-0.273,0.522,3,0,0,-0.456,0,1,45,2.517,-0.466,0.417,2,47,2.561,-0.898,0.145,1,943,18.981,0.281,-0.688,2,2650,53.341,-0.134,0.466,1,0,0,-0.226,0,1,1535,83.651,0.51,0.598,3,0,0,-0.596,0,1,141,2.838,-0.99,0.121,1,300,8.425,-0.574,0.363,2,42,1.491,-0.886,0.145,1,15,0.326,-0.765,0.136,1,95,30.449,-0.546,0.27,1,95,5.313,-0.695,0.307,2,174300,-0.124,0.57,4,0.525,0.472,0.209,0.092,0.238,0.302,0.538,0.465,0.256,0.118,0.132,0.167,3,2,1,1,1,1,3,2,2,1,1,1,3293223.50390625,8559.81877987181
32,48029,48029181809,69,5890,2195,556,9.44,0.785,0.805,5,273,12.437,0.041,0.581,3,335,15.262,-0.565,0.304,2,85,3.872,0.255,0.734,4,2,0.057,-0.437,0.544,2,69,3.144,-0.366,0.474,2,101,4.399,-0.702,0.241,2,2947,50.179,0.758,0.571,4,4056,68.862,0.418,0.611,2,17,0.289,-0.195,0.706,4,1875,81.664,0.434,0.564,3,0,0,-0.596,0,1,555,9.423,-0.454,0.41,2,236,6.064,-0.741,0.271,2,357,9.123,0.85,0.852,5,199,3.731,-0.376,0.517,3,351,37.261,-0.201,0.397,2,225,10.251,-0.269,0.482,3,135500,-0.359,0.412,3,0.693,0.519,0.509,0.443,0.531,0.615,0.762,0.524,0.654,0.578,0.556,0.704,4,3,2,3,3,3,4,3,3,3,3,4,3206713.46875,8465.03618716047
33,48439,48439113947,102,3191,985,541,16.954,2.966,0.99,5,233,23.655,1.416,0.908,5,89,9.036,-1.09,0.138,1,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,0,0,-1.171,0,1,332,10.404,0.125,-1.034,1,1706,53.463,-0.129,0.467,3,0,0,-0.226,0,1,71,7.208,-2.383,0.034,1,0,0,-0.596,0,1,97,3.04,-0.974,0.13,1,0,0,-1.173,0,1,140,9.302,0.891,0.858,5,44,1.66,-0.613,0.329,2,0,0,-2.088,0,1,0,0,-1.152,0,1,324200,0.782,0.858,5,0.949,0.069,0,-0.058,0.297,0.261,0.982,0.088,0,0.025,0.212,0.114,5,1,1,1,2,1,5,1,1,1,2,1,2562215.1328125,7023.85457972166
34,48439,48439113957,102,4174,1230,382,9.152,0.702,0.785,4,18,1.463,-1.303,0.065,1,35,2.846,-1.612,0.039,1,0,0,-0.782,0,1,16,0.817,-0.175,0.663,4,0,0,-0.865,0,1,57,4.429,-0.699,0.242,2,107,2.563,0.032,-1.35,1,1068,25.587,-1.12,0.168,1,0,0,-0.226,0,1,940,73.038,0.108,0.429,2,0,0,-0.596,0,1,238,5.702,-0.757,0.244,2,18,0.682,-1.124,0.045,1,50,2.49,-0.659,0.26,2,116,3.059,-0.453,0.466,3,0,0,-2.088,0,1,0,0,-1.152,0,1,643800,2.715,0.98,5,0.425,0.02,0.332,-0.038,0.193,0.189,0.383,0.034,0.412,0.034,0.083,0.049,2,1,3,1,1,1,2,1,3,1,1,1,8235565.3671875,12389.7470686685
35,48439,48439113636,102,2802,1300,85,3.034,-1.074,0.119,1,91,7,-0.625,0.301,2,76,5.846,-1.359,0.078,1,0,0,-0.782,0,1,0,0,-0.456,0,1,37,2.846,-0.413,0.443,3,73,5.317,-0.604,0.294,2,2614,93.457,0.96,2.317,5,2009,71.699,0.519,0.638,4,5,0.178,-0.207,0.666,4,1324,96.431,0.993,0.876,5,0,0,-0.596,0,1,46,1.642,-1.088,0.067,1,195,10.439,-0.43,0.434,3,254,12.593,1.639,0.94,5,263,9.68,0.302,0.747,4,508,42.51,0.064,0.509,3,16,1.231,-1.046,0.114,1,306300,0.674,0.84,5,0.21,0.039,0.222,0.694,0.559,0.392,0.133,0.058,0.272,0.901,0.597,0.314,1,1,2,5,4,2,1,1,2,5,4,3,1149904.46484375,4486.0049689673
36,48439,48439113949,102,3329,965,132,3.965,-0.803,0.195,1,39,4.041,-0.987,0.158,1,122,12.642,-0.786,0.226,2,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,0,0,-1.171,0,1,1006,30.219,0.494,-0.234,3,2029,60.949,0.137,0.54,3,0,0,-0.226,0,1,15,1.554,-2.597,0.015,1,0,0,-0.596,0,1,385,11.565,-0.279,0.489,3,0,0,-1.173,0,1,221,12.621,1.646,0.941,5,44,1.376,-0.645,0.295,2,0,0,-2.088,0,1,0,0,-1.152,0,1,308900,0.69,0.843,5,0.177,0.113,0,0.116,0.309,0.118,0.102,0.123,0,0.137,0.228,0.018,1,1,1,2,2,1,1,1,1,2,2,1,2646818.4609375,6911.47094539485
37,48167,48167721207,9,4064,1446,467,11.491,1.381,0.915,5,64,4.426,-0.94,0.177,1,430,29.737,0.656,0.754,4,0,0,-0.782,0,1,117,6.907,1.918,0.956,5,0,0,-0.865,0,1,123,7.839,-0.336,0.439,3,1696,41.732,0.662,0.23,4,1242,30.561,-0.944,0.217,2,0,0,-0.226,0,1,971,61.887,-0.314,0.297,2,0,0,-0.596,0,1,359,8.834,-0.502,0.387,3,0,0,-1.173,0,1,80,4.51,-0.199,0.501,3,0,0,-0.802,0,1,405,55.862,0.74,0.783,4,199,13.762,0.033,0.591,4,277300,0.499,0.803,4,0.546,0.377,0.478,0.224,0.273,0.394,0.564,0.349,0.624,0.256,0.178,0.317,4,2,4,3,2,3,3,3,3,2,1,2,3905185.7578125,8597.79659467963
38,48167,48167721206,9,4682,1302,686,14.652,2.298,0.978,5,114,8.756,-0.41,0.393,3,242,18.587,-0.285,0.413,2,107,8.218,1.419,0.917,5,0,0,-0.456,0,1,0,0,-0.865,0,1,0,0,-1.171,0,1,0,0,0,-1.454,1,1110,23.708,-1.187,0.147,1,0,0,-0.226,0,1,148,11.367,-2.225,0.048,1,0,0,-0.596,0,1,468,9.996,-0.407,0.431,3,346,12.094,-0.313,0.487,4,50,2.363,-0.688,0.246,2,0,0,-0.802,0,1,0,0,-2.088,0,1,41,3.149,-0.881,0.214,2,315500,0.73,0.85,5,0.686,0.665,0,-0.118,0.237,0.32,0.752,0.706,0,0.011,0.132,0.193,5,4,1,1,2,2,4,5,1,1,1,1,3407889.41015625,7849.8421404946
39,48029,48029181811,69,4379,1549,315,7.193,0.134,0.598,3,147,9.49,-0.32,0.434,2,548,35.378,1.131,0.874,5,9,0.581,-0.627,0.297,2,8,0.36,-0.333,0.582,2,47,3.034,-0.384,0.463,2,54,3.369,-0.812,0.184,1,1081,24.782,0.398,-0.454,2,2857,65.243,0.29,0.581,2,17,0.388,-0.185,0.726,4,1127,70.306,0.005,0.393,2,0,0,-0.596,0,1,281,6.451,-0.696,0.277,2,168,5.545,-0.778,0.252,2,110,4.635,-0.171,0.517,3,26,0.64,-0.729,0.188,1,210,61.404,1.021,0.867,5,149,9.619,-0.324,0.463,3,194900,0,0.637,4,0.516,0.586,0.523,0.244,0.355,0.474,0.524,0.609,0.664,0.281,0.291,0.462,3,3,2,2,2,2,3,3,3,2,2,3,5134661.8671875,12536.5725752708
40,48029,48029190200,69,4418,2080,114,2.58,-1.205,0.093,1,34,1.635,-1.282,0.069,1,378,18.173,-0.32,0.4,2,36,1.731,-0.319,0.499,3,66,2.24,0.314,0.815,3,219,10.529,0.805,0.838,4,343,14.156,0.338,0.729,5,2183,52.438,0.778,0.662,4,3053,69.104,0.427,0.614,2,255,5.772,0.396,0.941,5,2244,92.612,0.849,0.779,4,0,0,-0.596,0,1,452,10.762,-0.344,0.46,2,146,3.909,-0.895,0.191,1,78,2.579,-0.639,0.272,2,199,4.624,-0.275,0.571,3,414,32.218,-0.457,0.303,1,333,16.01,0.226,0.655,4,291300,0.583,0.827,5,0.081,0.45,0.827,0.598,0.422,0.513,0.04,0.439,0.896,0.798,0.393,0.534,1,2,4,4,2,3,1,2,4,5,3,3,2983581.25,8669.48134460335
41,48037,48037011602,29,2748,1027,208,7.569,0.243,0.64,4,150,14.606,0.307,0.666,3,446,43.427,1.81,0.962,5,5,0.487,-0.652,0.279,1,0,0,-0.456,0,1,17,1.655,-0.602,0.319,1,261,20.264,0.989,0.87,5,456,16.594,0.238,-0.784,1,688,25.036,-1.14,0.163,2,0,0,-0.226,0,1,1111,86.258,0.608,0.645,4,246,19.099,0.952,0.848,3,254,9.243,-0.468,0.401,2,76,4.26,-0.87,0.204,2,9,0.863,-1.029,0.091,1,16,0.63,-0.73,0.185,3,28,11.814,-1.49,0.085,1,353,34.372,1.808,0.942,5,97500,-0.589,0.252,3,0.653,0.621,0.16,0.306,0.356,0.444,0.713,0.65,0.2,0.364,0.294,0.406,4,2,1,2,2,2,4,2,1,2,2,2,687978538.429688,241496.072913182
42,48037,48037010906,29,5043,2129,280,5.552,-0.343,0.392,3,168,7.891,-0.516,0.345,2,570,26.773,0.406,0.673,2,29,1.362,-0.417,0.444,2,0,0,-0.456,0,1,75,3.523,-0.306,0.507,3,151,6.623,-0.465,0.369,1,1770,35.098,0.569,-0.038,3,780,15.467,-1.48,0.069,1,0,0,-0.226,0,1,1235,54.167,-0.606,0.235,1,170,7.456,0.008,0.709,2,247,4.898,-0.822,0.213,1,137,3.924,-0.894,0.192,1,87,3.063,-0.528,0.33,2,0,0,-0.802,0,1,381,39.937,-0.066,0.45,3,341,16.017,0.227,0.655,2,169000,-0.156,0.549,5,0.369,0.559,0.254,0.222,0.294,0.33,0.31,0.575,0.306,0.253,0.208,0.206,2,2,2,1,1,1,2,2,2,1,1,1,23786532.0742188,21925.5554709799
43,48037,48037011102,29,2911,669,180,6.183,-0.159,0.476,3,119,17.788,0.697,0.777,4,111,16.592,-0.453,0.346,1,17,2.541,-0.102,0.607,2,0,0,-0.456,0,1,15,2.242,-0.509,0.39,2,86,11.391,0.043,0.615,2,768,44.991,0.701,0.362,4,1163,39.952,-0.61,0.328,4,1204,41.36,4.237,0.987,5,688,91.126,0.792,0.744,5,253,33.51,2.12,0.948,5,134,7.85,-0.582,0.343,1,209,9.155,-0.522,0.391,3,73,9.114,0.848,0.852,5,59,2.16,-0.556,0.381,4,0,0,-2.088,0,1,268,40.06,2.298,0.97,5,86200,-0.657,0.196,2,0.627,0.477,0.195,0.618,0.649,0.588,0.682,0.472,0.24,0.825,0.719,0.658,4,1,2,4,5,3,4,1,2,4,5,3,45446844.3007812,37882.2226692728
44,48037,48037011302,29,1988,723,100,5.03,-0.494,0.323,3,84,11.618,-0.059,0.538,2,277,38.313,1.379,0.916,5,29,4.011,0.292,0.745,3,0,0,-0.456,0,1,3,0.415,-0.799,0.171,1,118,14.031,0.324,0.724,2,236,11.871,0.15,-0.975,1,373,18.763,-1.363,0.099,2,0,0,-0.226,0,1,585,69.56,-0.023,0.382,1,245,29.132,1.765,0.925,5,528,26.559,0.943,0.831,4,156,11.756,-0.337,0.478,3,41,4.311,-0.244,0.48,3,0,0,-0.802,0,1,55,49.55,0.421,0.66,4,200,27.663,1.23,0.875,4,96600,-0.594,0.248,2,0.431,0.831,0.086,0.284,0.458,0.437,0.392,0.896,0.113,0.334,0.448,0.393,2,4,1,2,3,2,2,4,1,2,3,2,444615528.675781,142262.234955488
45,48037,48037011202,29,2571,859,124,4.823,-0.554,0.296,2,61,7.101,-0.613,0.305,2,187,21.769,-0.016,0.516,1,3,0.349,-0.689,0.258,1,0,0,-0.456,0,1,11,1.281,-0.662,0.279,1,32,3.591,-0.788,0.195,1,337,13.108,0.169,-0.925,1,143,5.562,-1.832,0.015,1,0,0,-0.226,0,1,552,61.953,-0.311,0.297,1,181,20.314,1.05,0.861,4,383,14.897,-0.008,0.6,3,87,5.709,-0.767,0.259,2,0,0,-1.225,0,1,0,0,-0.802,0,1,41,39.048,-0.111,0.431,3,97,11.292,-0.18,0.518,1,185000,-0.06,0.604,5,0.301,0.387,0.14,0.149,0.194,0.203,0.225,0.361,0.175,0.17,0.083,0.059,1,1,1,1,1,1,1,1,1,1,1,1,45396239.21875,40754.1515675589
46,48037,48037011403,29,3349,1229,121,3.613,-0.905,0.166,1,169,13.751,0.202,0.633,3,354,28.804,0.577,0.732,3,15,1.221,-0.455,0.421,1,0,0,-0.456,0,1,61,4.963,-0.078,0.612,3,255,17.183,0.66,0.812,4,572,17.08,0.247,-0.765,2,1028,30.696,-0.939,0.219,3,0,0,-0.226,0,1,1069,72.035,0.07,0.415,2,621,41.846,2.795,0.974,5,473,14.124,-0.071,0.576,3,139,6.222,-0.73,0.28,2,13,0.789,-1.046,0.085,1,0,0,-0.802,0,1,88,54.658,0.679,0.761,5,245,19.935,0.564,0.749,2,101500,-0.565,0.27,3,0.4,0.577,0.306,0.319,0.279,0.379,0.352,0.598,0.375,0.386,0.186,0.288,2,2,3,2,1,1,2,2,3,2,1,1,100419499.503906,84287.82376151
47,48029,48029190400,69,4270,1097,80,1.874,-1.41,0.062,1,26,2.37,-1.192,0.093,1,320,29.17,0.608,0.742,4,53,4.831,0.512,0.801,4,50,2.695,0.47,0.848,4,18,1.641,-0.605,0.317,2,229,17.27,0.67,0.815,5,789,36.664,0.592,0.026,3,2020,47.307,-0.348,0.405,1,2118,49.602,5.126,0.99,5,1182,89.14,0.717,0.704,4,0,0,-0.596,0,1,298,13.803,-0.097,0.566,3,23,1.307,-1.08,0.07,1,171,8.301,0.663,0.812,4,37,0.883,-0.701,0.226,1,181,33.895,-0.372,0.332,2,18,1.641,-1.011,0.136,1,418100,1.35,0.931,5,0.078,0.772,0.583,0.501,0.311,0.495,0.039,0.832,0.708,0.664,0.23,0.502,1,5,3,3,1,3,1,5,3,4,2,3,2762782.13671875,7124.93321583377
48,48029,48029190501,69,3365,1035,181,5.379,-0.393,0.37,2,123,11.884,-0.026,0.554,3,236,22.802,0.071,0.549,3,28,2.705,-0.058,0.625,3,51,3.076,0.601,0.867,4,48,4.638,-0.129,0.593,3,140,11.915,0.099,0.643,5,1328,39.465,0.629,0.139,3,2980,88.559,1.119,0.806,4,0,0,-0.226,0,1,1130,96.17,0.983,0.868,5,10,0.851,-0.527,0.504,4,831,24.695,0.791,0.808,4,444,22.233,0.408,0.715,4,47,2.703,-0.61,0.286,2,411,12.908,0.671,0.812,5,214,55.013,0.697,0.768,4,131,12.657,-0.062,0.558,3,131800,-0.381,0.398,3,0.462,0.587,0.73,0.538,0.593,0.647,0.439,0.611,0.822,0.719,0.646,0.752,2,3,4,4,3,4,3,3,4,4,4,4,1504530.81640625,5542.40821169524
49,48029,48029190601,69,4986,1110,268,5.375,-0.394,0.369,2,204,18.378,0.769,0.792,4,237,21.351,-0.052,0.503,3,82,7.387,1.196,0.898,5,52,2.337,0.347,0.823,3,156,14.054,1.365,0.907,5,108,8.867,-0.226,0.496,4,2423,48.704,0.742,0.511,4,4504,90.333,1.182,0.827,4,11,0.221,-0.203,0.683,4,1205,98.933,1.088,0.951,5,45,3.695,-0.296,0.639,5,1139,23.005,0.653,0.782,4,1400,44.929,2.022,0.95,5,125,5.272,-0.026,0.585,3,935,19.818,1.459,0.901,5,319,54.252,0.659,0.754,4,255,22.973,0.826,0.806,4,99200,-0.578,0.262,2,0.581,0.701,0.865,0.698,0.811,0.819,0.616,0.751,0.917,0.905,0.908,0.953,3,4,4,5,5,5,4,4,5,5,5,5,1525709.36328125,5336.58571322782
50,48029,48029190800,69,1856,696,29,1.563,-1.5,0.05,1,33,4.741,-0.902,0.191,1,225,32.328,0.874,0.817,5,15,2.155,-0.205,0.556,3,3,0.353,-0.335,0.58,2,7,1.006,-0.705,0.244,1,71,9.257,-0.184,0.516,4,236,12.716,0.163,-0.941,1,353,19.019,-1.354,0.102,1,0,0,-0.226,0,1,710,92.568,0.847,0.777,4,11,1.434,-0.48,0.546,4,109,5.873,-0.743,0.252,2,48,3.744,-0.906,0.184,1,83,8.811,0.779,0.84,5,32,1.752,-0.602,0.338,2,57,38.514,-0.138,0.42,2,39,5.603,-0.67,0.319,2,684500,2.961,0.983,5,0.121,0.687,0.412,0.179,0.42,0.383,0.062,0.734,0.53,0.201,0.389,0.294,1,4,2,1,2,2,1,4,3,1,3,2,2115903.296875,8248.98715141163
51,48029,48029190901,69,6814,2706,503,7.382,0.188,0.62,3,315,11.641,-0.056,0.539,3,696,25.721,0.317,0.641,4,29,1.072,-0.495,0.394,2,249,8.799,2.568,0.973,5,461,17.036,1.838,0.943,5,246,8.333,-0.283,0.467,4,3890,58.008,0.818,0.887,5,4874,71.529,0.513,0.637,3,108,1.585,-0.055,0.831,5,2865,97.053,1.017,0.893,5,0,0,-0.596,0,1,2182,32.553,1.431,0.905,5,605,13.447,-0.217,0.527,3,325,9.969,1.043,0.881,5,458,7.257,0.026,0.684,4,863,65.528,1.23,0.908,5,549,20.288,0.595,0.754,4,167200,-0.167,0.544,3,0.58,0.518,0.958,0.66,0.712,0.758,0.615,0.523,0.978,0.87,0.802,0.9,3,3,5,5,4,4,4,3,5,5,5,5,5912619.96875,12066.6614047366
52,48139,48139060104,42,4304,1292,597,13.871,2.071,0.969,5,212,16.409,0.528,0.733,4,238,18.421,-0.299,0.408,2,12,0.929,-0.534,0.366,3,0,0,-0.456,0,1,16,1.238,-0.669,0.274,2,82,5.968,-0.535,0.331,3,1268,29.461,0.484,-0.265,4,3077,71.492,0.512,0.637,5,0,0,-0.226,0,1,1024,74.527,0.164,0.45,4,432,31.441,1.952,0.936,5,689,16.094,0.09,0.633,5,754,32.388,1.13,0.852,5,146,7.221,0.417,0.748,5,388,10.467,0.392,0.763,5,54,15.517,-1.302,0.104,1,196,15.17,0.154,0.633,5,106500,-0.534,0.288,1,0.851,0.387,0.137,0.389,0.749,0.558,0.92,0.361,0.171,0.493,0.845,0.606,5,2,2,4,5,5,5,3,1,3,5,4,54440250.15625,40298.9087877301
53,48139,48139060220,42,3769,1256,424,11.25,1.311,0.905,5,339,26.99,1.825,0.949,5,175,13.933,-0.677,0.265,1,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,69,5.208,-0.616,0.287,2,20,0.531,0.017,-1.432,1,1145,30.379,-0.95,0.215,2,0,0,-0.226,0,1,417,31.472,-1.465,0.116,1,0,0,-0.596,0,1,712,19.012,0.328,0.704,5,193,9.121,-0.524,0.389,2,30,1.616,-0.858,0.159,1,61,1.824,-0.594,0.346,2,20,100,2.975,0.991,5,0,0,-1.152,0,1,189700,-0.031,0.62,3,0.927,0.133,0,-0.016,0.224,0.254,0.972,0.137,0,0.047,0.114,0.108,5,1,1,1,1,1,5,1,1,1,1,1,3934276.89453125,9671.49277585777
54,48139,48139060219,42,4479,1544,238,5.314,-0.412,0.361,2,153,9.909,-0.268,0.457,3,467,30.246,0.699,0.767,5,34,2.202,-0.193,0.565,4,0,0,-0.456,0,1,38,2.461,-0.475,0.412,3,132,7.876,-0.332,0.441,4,439,9.801,0.116,-1.058,1,1507,33.646,-0.834,0.253,2,0,0,-0.226,0,1,898,53.58,-0.628,0.23,2,38,2.267,-0.412,0.594,2,355,8.028,-0.567,0.348,3,409,13.379,-0.221,0.524,3,108,4.968,-0.095,0.551,5,131,3.089,-0.45,0.469,3,116,61.376,1.02,0.866,5,108,6.995,-0.55,0.378,3,237300,0.257,0.732,4,0.409,0.666,0.206,0.115,0.481,0.388,0.361,0.707,0.253,0.136,0.485,0.306,2,5,2,1,4,3,2,5,2,1,3,2,29066500.0078125,26390.2916102243
55,48139,48139060216,42,6736,2291,450,6.681,-0.015,0.539,3,183,7.988,-0.504,0.351,2,504,21.999,0.003,0.524,3,23,1.004,-0.513,0.382,3,0,0,-0.456,0,1,137,5.98,0.084,0.674,5,28,1.207,-1.042,0.094,1,682,10.125,0.123,-1.045,1,3705,55.003,-0.074,0.484,5,0,0,-0.226,0,1,1301,56.102,-0.533,0.246,2,42,1.811,-0.449,0.57,2,154,2.294,-1.034,0.097,1,452,10.247,-0.444,0.428,2,262,7.339,0.444,0.754,5,277,4.407,-0.299,0.557,4,273,88.35,2.385,0.987,5,79,3.448,-0.855,0.229,2,249700,0.332,0.757,5,0.445,0.453,0.337,0.064,0.492,0.375,0.413,0.444,0.419,0.097,0.502,0.282,2,3,4,1,4,3,3,3,2,1,3,2,23170481.8125,28509.0015357569
56,48139,48139060215,42,3802,1172,146,3.84,-0.839,0.184,1,72,6.143,-0.73,0.259,1,207,17.662,-0.363,0.38,1,0,0,-0.782,0,1,1,0.048,-0.44,0.542,4,0,0,-0.865,0,1,110,8.58,-0.257,0.479,4,448,11.799,0.149,-0.978,2,1602,42.136,-0.532,0.354,3,5,0.132,-0.212,0.644,4,772,60.218,-0.377,0.28,3,15,1.17,-0.501,0.528,2,47,1.238,-1.12,0.05,1,117,4.799,-0.831,0.224,1,89,4.013,-0.312,0.445,4,34,0.93,-0.696,0.232,1,66,60,0.95,0.848,5,23,1.962,-0.983,0.15,1,243200,0.292,0.745,4,0.222,0.19,0.271,0.194,0.263,0.205,0.144,0.172,0.325,0.219,0.165,0.061,1,1,3,2,1,1,1,2,2,2,2,1,21348391.4492188,21962.767176228
57,48139,48139061401,42,2532,835,220,8.689,0.568,0.746,4,193,23.114,1.35,0.9,5,261,31.257,0.784,0.793,5,27,3.234,0.084,0.678,5,0,0,-0.456,0,1,0,0,-0.865,0,1,124,12.93,0.207,0.685,5,1210,47.788,0.733,0.474,5,1041,41.114,-0.568,0.341,3,0,0,-0.226,0,1,730,76.121,0.225,0.473,5,0,0,-0.596,0,1,259,10.229,-0.388,0.44,4,49,3.113,-0.951,0.156,1,64,4.048,-0.304,0.451,4,0,0,-0.802,0,1,122,32.884,-0.423,0.314,2,13,1.557,-1.018,0.131,1,231900,0.224,0.718,4,0.823,0.736,0,0.345,0.185,0.437,0.898,0.791,0,0.421,0.076,0.393,5,5,1,4,1,3,5,5,1,3,1,3,12849027.546875,18119.5233696529
58,48027,48027022103,35,5712,1812,512,8.964,0.647,0.77,3,367,20.254,0.999,0.841,4,247,13.631,-0.703,0.255,2,0,0,-0.782,0,1,0,0,-0.456,0,1,22,1.214,-0.672,0.271,2,109,5.674,-0.566,0.315,2,2755,48.232,0.737,0.492,3,4430,77.556,0.727,0.693,5,0,0,-0.226,0,1,1579,82.197,0.455,0.574,4,0,0,-0.596,0,1,782,13.787,-0.098,0.566,3,234,7.189,-0.661,0.317,3,358,12.619,1.645,0.941,5,114,2.192,-0.552,0.383,4,233,29.419,-0.598,0.25,2,116,6.402,-0.601,0.355,3,95900,-0.598,0.245,2,0.806,0.128,0.136,0.377,0.499,0.434,0.882,0.134,0.171,0.471,0.512,0.387,4,2,1,3,4,3,5,2,1,3,4,3,3481995.25390625,9768.04523193076
59,48027,48027022200,35,4336,2111,391,9.018,0.663,0.775,3,189,8.953,-0.386,0.405,2,154,7.295,-1.237,0.105,2,31,1.468,-0.389,0.461,3,36,1.447,0.041,0.745,5,177,8.385,0.465,0.779,4,290,12.078,0.116,0.65,4,3589,83.214,0.931,1.904,5,2857,65.89,0.313,0.588,4,23,0.53,-0.169,0.747,4,2153,89.671,0.737,0.717,4,15,0.625,-0.545,0.484,3,236,5.472,-0.775,0.235,1,253,10.096,-0.455,0.422,4,14,0.543,-1.102,0.068,1,108,2.738,-0.49,0.437,4,421,22.818,-0.933,0.169,1,221,10.469,-0.251,0.489,3,148300,-0.282,0.455,3,0.59,0.283,0.762,0.761,0.354,0.592,0.63,0.248,0.847,0.946,0.29,0.666,3,2,5,5,2,4,3,2,5,5,2,4,7155095.79296875,14468.9636348992
60,48027,48027022300,35,3574,1645,369,10.325,1.042,0.861,4,353,21.459,1.147,0.869,5,273,16.596,-0.453,0.346,3,47,2.857,-0.017,0.641,4,0,0,-0.456,0,1,246,14.954,1.508,0.917,5,560,25.397,1.536,0.928,5,2587,72.384,0.897,1.467,5,2196,61.444,0.155,0.544,3,0,0,-0.226,0,1,1903,86.304,0.61,0.646,4,613,27.8,1.657,0.917,5,1172,32.829,1.453,0.908,5,299,13.659,-0.201,0.533,4,257,13.945,1.947,0.959,5,14,0.437,-0.752,0.154,2,625,53.926,0.642,0.746,5,215,13.07,-0.027,0.571,4,90000,-0.634,0.218,2,0.865,0.494,0.459,0.773,0.554,0.714,0.932,0.494,0.598,0.953,0.591,0.845,5,4,4,5,4,5,5,3,4,5,4,5,12232186.6640625,17785.103882838
61,48139,48139060105,42,3578,1124,335,9.363,0.763,0.799,5,54,4.804,-0.894,0.194,1,272,24.199,0.189,0.6,4,31,2.758,-0.044,0.63,5,9,0.499,-0.284,0.608,5,24,2.135,-0.526,0.376,3,168,13.003,0.215,0.688,5,712,20.017,0.303,-0.646,3,2051,57.323,0.008,0.507,5,21,0.587,-0.163,0.755,4,900,69.659,-0.02,0.383,4,295,22.833,1.254,0.88,4,301,8.431,-0.534,0.367,3,712,29.593,0.931,0.822,5,12,0.659,-1.075,0.076,1,139,4.286,-0.313,0.551,4,54,22.979,-0.924,0.17,1,73,6.495,-0.593,0.359,3,114000,-0.489,0.32,1,0.497,0.615,0.492,0.419,0.452,0.551,0.491,0.643,0.639,0.541,0.44,0.596,3,4,5,5,3,4,3,4,3,3,3,4,207082212.71875,99513.8079138957
